0	40	4.82253e-16	40 
0.063125	39.9602	2.26162e-15	39.9602 
0.12625	39.8409	5.44228e-17	39.8409 
0.189375	39.643	1.89612e-15	39.643 
0.2525	39.3675	8.97634e-16	39.3675 
0.315625	39.0161	-1.49973e-15	39.0161 
0.37875	38.5909	1.51437e-15	38.5909 
0.441875	38.0944	-7.11916e-17	38.0944 
0.505	37.5293	7.63292e-16	37.5293 
0.568125	36.8991	1.42341e-15	36.8991 
0.63125	36.2073	-1.81551e-15	36.2073 
0.694375	35.4577	1.47146e-15	35.4577 
0.7575	34.6545	2.27691e-16	34.6545 
0.820625	33.8021	-4.22817e-16	33.8021 
0.88375	32.905	-2.03756e-15	32.905 
0.946875	31.968	5.61635e-16	31.968 
1.01	30.9959	1.29272e-15	30.9959 
1.07313	29.9935	3.68693e-16	29.9935 
1.13625	28.9657	2.63014e-15	28.9657 
1.19938	27.9175	4.69055e-17	27.9175 
1.2625	26.8537	-1.58337e-15	26.8537 
1.32563	25.779	5.47241e-16	25.779 
1.38875	24.698	-1.37091e-16	24.698 
1.45188	23.6153	4.8392e-16	23.6153 
1.515	22.5351	-5.46118e-16	22.5351 
1.57812	21.4615	-7.8776e-16	21.4615 
1.64125	20.3984	1.15433e-15	20.3984 
1.70437	19.3493	-4.90859e-16	19.3493 
1.7675	18.3177	9.84372e-17	18.3177 
1.83062	17.3065	-3.42326e-16	17.3065 
1.89375	16.3186	3.66074e-16	16.3186 
1.95687	15.3565	1.11952e-15	15.3565 
2.02	14.4224	-5.05845e-16	14.4224 
2.08312	13.5181	-1.7254e-16	13.5181 
2.14625	12.6453	1.61706e-15	12.6453 
2.20938	11.8053	3.64972e-17	11.8053 
2.2725	10.9991	1.14882e-15	10.9991 
2.33562	10.2276	-8.14232e-17	10.2276 
2.39875	9.49133	-9.70105e-16	9.49133 
2.46188	8.79051	-1.58387e-15	8.79051 
2.525	8.12522	-7.20271e-16	8.12522 
2.58812	7.49534	2.16038e-16	7.49534 
2.65125	6.90053	-2.65365e-16	6.90053 
2.71437	6.34027	-3.02121e-16	6.34027 
2.7775	5.81391	-1.65582e-17	5.81391 
2.84063	5.32063	1.33619e-15	5.32063 
2.90375	4.85951	1.96765e-16	4.85951 
2.96687	4.42953	-1.12851e-15	4.42953 
3.03	4.02955	-8.04218e-16	4.02955 
3.09313	3.65839	-9.87166e-16	3.65839 
3.15625	3.31481	3.22183e-17	3.31481 
3.21937	2.99752	1.19764e-16	2.99752 
3.2825	2.70521	-1.80153e-16	2.70521 
3.34563	2.43654	-2.13956e-16	2.43654 
3.40875	2.19018	6.36596e-16	2.19018 
3.47187	1.96482	-1.30493e-15	1.96482 
3.535	1.75914	-9.43663e-16	1.75914 
3.59813	1.57185	-2.07744e-15	1.57185 
3.66125	1.40171	6.92896e-16	1.40171 
3.72438	1.24749	1.10396e-16	1.24749 
3.7875	1.10804	1.95266e-16	1.10804 
3.85062	0.982211	3.7637e-16	0.982211 
3.91375	0.868941	6.61151e-16	0.868941 
3.97688	0.767203	-1.12655e-15	0.767203 
4.04	0.676028	-4.41602e-16	0.676028 
4.10313	0.594503	4.52136e-16	0.594503 
4.16625	0.521769	-7.03461e-16	0.521769 
4.22938	0.457022	1.70894e-15	0.457022 
4.2925	0.399513	-6.64366e-16	0.399513 
4.35562	0.348545	1.29539e-16	0.348545 
4.41875	0.303474	-4.83741e-16	0.303474 
4.48187	0.263706	3.96243e-16	0.263706 
4.545	0.228693	-5.52914e-16	0.228693 
4.60813	0.197933	5.8247e-16	0.197933 
4.67125	0.17097	7.34795e-16	0.17097 
4.73438	0.147386	-6.59821e-17	0.147386 
4.7975	0.126803	8.96692e-17	0.126803 
4.86062	0.108877	1.18105e-15	0.108877 
4.92375	0.0932987	-4.82323e-16	0.0932987 
4.98688	0.0797905	1.33695e-16	0.0797905 
5.05	0.0681022	-1.68789e-16	0.0681022 
5.11313	0.0580104	-1.10077e-15	0.0580104 
5.17625	0.0493158	-4.55412e-16	0.0493158 
5.23937	0.0418408	9.38999e-16	0.0418408 
5.3025	0.0354282	1.22574e-15	0.0354282 
5.36562	0.0299387	3.28126e-16	0.0299387 
5.42875	0.0252494	-1.30679e-15	0.0252494 
5.49188	0.0212522	-5.39564e-16	0.0212522 
5.555	0.0178522	-1.06674e-15	0.0178522 
5.61813	0.0149663	6.20677e-16	0.0149663 
5.68125	0.012522	3.06499e-17	0.012522 
5.74437	0.010456	2.02985e-16	0.010456 
5.8075	0.00871347	-1.3929e-15	0.00871347 
5.87063	0.00724691	-8.2586e-17	0.00724691 
5.93375	0.00601519	-1.63207e-16	0.00601519 
5.99688	0.00498288	-4.28338e-16	0.00498288 
6.06	0.00411951	-2.27594e-16	0.00411951 
6.12312	0.00339896	-1.03514e-15	0.00339896 
6.18625	0.00279886	-5.1828e-16	0.00279886 
6.24937	0.00230012	7.51369e-16	0.00230012 
6.3125	0.0018865	-3.4333e-16	0.0018865 
6.37563	0.00154417	-7.5297e-17	0.00154417 
6.43875	0.00126145	-1.19326e-15	0.00126145 
6.50188	0.00102844	-1.9099e-15	0.00102844 
6.565	0.000836799	-6.98064e-16	0.000836799 
6.62812	0.000679515	3.74316e-16	0.000679515 
6.69125	0.000550696	-2.20112e-17	0.000550696 
6.75437	0.00044541	-1.8854e-16	0.00044541 
6.8175	0.000359536	2.32457e-17	0.000359536 
6.88063	0.00028964	9.0279e-16	0.00028964 
6.94375	0.000232869	-8.74275e-17	0.000232869 
7.00687	0.000186852	-7.52998e-16	0.000186852 
7.07	0.00014963	2.24046e-16	0.00014963 
7.13312	0.000119584	-5.89111e-16	0.000119584 
7.19625	9.53817e-05	-2.88397e-16	9.53817e-05 
