0	54.4375	-8.50443e-16	2963.44 
0.00250027	4.31458	0.137681	18.6345 
0.00500055	4.33577	0.279973	18.8773 
0.00750082	4.37281	0.4321	19.3081 
0.0100011	4.42865	0.600707	19.9738 
0.0125014	4.50836	0.795115	20.9575 
0.0150016	4.62049	1.02962	22.4091 
0.0175019	4.78012	1.32818	24.6136 
0.0200022	5.01576	1.73517	28.1686 
0.0225025	5.38816	2.34416	34.5273 
0.0250027	6.05274	3.39403	48.1551 
0.027503	7.56162	5.73292	90.0445 
0.0300033	14.3642	16.1979	468.702 
0.0325035	-10.1294	-21.4412	562.327 
0.0350038	-0.416558	-6.5257	42.7583 
0.0375041	1.34483	-3.84344	16.5806 
0.0400044	2.1109	-2.7083	11.7908 
0.0425046	2.56487	-2.07592	10.888 
0.0450049	2.89096	-1.67203	11.1533 
0.0475052	3.16498	-1.39492	11.9629 
0.0500055	3.43235	-1.20134	13.2242 
0.0525057	3.73723	-1.07602	15.1247 
0.055006	4.15201	-1.02792	18.2958 
0.0575063	4.86322	-1.11685	24.8982 
0.0600065	6.69275	-1.65157	47.5205 
0.0625068	35.107	-12.4556	1387.64 
0.0650071	-1.87202	1.98001	7.4249 
0.0675074	0.815242	1.10761	1.89143 
0.0700076	1.66629	0.952857	3.68444 
0.0725079	2.10745	0.972171	5.38647 
0.0750082	2.39462	1.0763	6.89264 
0.0775085	2.61129	1.24728	8.37452 
0.0800087	2.79527	1.49387	10.0452 
0.082509	2.97017	1.84944	12.2423 
0.0850093	3.15898	2.39254	15.7034 
0.0875095	3.4006	3.32412	22.6139 
0.0900098	3.80904	5.32288	42.8418 
0.0925101	5.12436	12.9566	194.133 
0.0950104	-1.70637	-29.9379	899.19 
0.0975106	2.10963	-6.83261	51.1352 
0.100011	2.70053	-3.7787	21.5715 
0.102511	3.00954	-2.55075	15.5636 
0.105011	3.24844	-1.87336	14.0618 
0.107512	3.47686	-1.43306	14.1422 
0.110012	3.72792	-1.11471	15.14 
0.112512	4.03549	-0.865157	17.0337 
0.115013	4.45307	-0.654922	20.2587 
0.117513	5.09225	-0.463038	26.1454 
0.120013	6.25608	-0.264981	39.2087 
0.122513	9.19974	0.00699191	84.6352 
0.125014	34.0742	1.33869	1162.84 
0.127514	-8.7034	-0.626633	76.1419 
0.130014	-2.12666	-0.189754	4.5587 
0.132514	-0.343872	0.0171664	0.118542 
0.135015	0.493984	0.185742	0.27852 
0.137515	0.983367	0.350552	1.0899 
0.140015	1.30351	0.528358	1.97829 
0.142516	1.5251	0.735461	2.86684 
0.145016	1.67838	0.99617	3.80932 
0.147516	1.77144	1.35682	4.97896 
0.150016	1.78799	1.92657	6.90861 
0.152517	1.64578	3.05009	12.0116 
0.155017	0.825893	6.72412	45.8959 
0.157517	11.2929	-32.5296	1185.71 
0.160017	4.05817	-4.45726	36.3359 
0.162518	3.62235	-2.20871	17.9998 
0.165018	3.55903	-1.32304	14.4171 
0.167518	3.61585	-0.810273	13.7309 
0.170019	3.74441	-0.442456	14.2164 
0.172519	3.94006	-0.133286	15.5419 
0.175019	4.22095	0.165514	17.8438 
0.177519	4.63393	0.497488	21.7208 
0.18002	5.28793	0.928703	28.8247 
0.18252	6.47842	1.61456	44.5767 
0.18502	9.35039	3.13495	97.2577 
0.18752	26.5581	11.852	845.805 
0.190021	-13.3603	-8.14266	244.801 
0.192521	-3.41092	-3.08105	21.1272 
0.195021	-1.09391	-1.85627	4.64237 
0.197522	-0.0522231	-1.27219	1.6212 
0.200022	0.545043	-0.909492	1.12425 
0.202522	0.934864	-0.646793	1.29231 
0.205022	1.20961	-0.434342	1.65182 
0.207523	1.41117	-0.245556	2.05169 
0.210023	1.55797	-0.0605771	2.43093 
0.212523	1.65094	0.145256	2.74669 
0.215023	1.65848	0.42846	2.93412 
0.217524	1.37652	1.05663	3.01129 
0.220024	24.3937	-27.481	1350.26 
0.222524	3.1893	-0.675483	10.6279 
0.225025	2.94327	-0.0889061	8.67074 
0.227525	2.94848	0.203175	8.73479 
0.230025	3.02875	0.43408	9.36176 
0.232525	3.15434	0.659137	10.3843 
0.235026	3.32416	0.907522	11.8736 
0.237526	3.5519	1.20878	14.0771 
0.240026	3.87017	1.60879	17.5664 
0.242526	4.35209	2.19971	23.7794 
0.245027	5.18838	3.21521	37.2569 
0.247527	7.06934	5.49568	80.1781 
0.250027	15.8857	16.206	514.99 
0.252528	-12.7061	-18.5881	506.961 
0.255028	-2.30611	-5.96384	40.8855 
0.257528	-0.28575	-3.53958	12.6103 
0.260028	0.607281	-2.49669	6.60227 
0.262529	1.13627	-1.91033	4.9405 
0.265029	1.5092	-1.53324	4.62852 
0.267529	1.80992	-1.273	4.89634 
0.270029	2.08497	-1.09028	5.53583 
0.27253	2.37372	-0.971612	6.57857 
0.27503	2.73331	-0.926663	8.32969 
0.27753	3.30417	-1.01553	11.9489 
0.280031	4.7102	-1.55364	24.5998 
0.282531	33.0139	-16.0895	1348.79 
0.285031	-1.19873	1.8885	5.00338 
0.287531	0.640175	1.11951	1.66312 
0.290032	1.27087	0.989286	2.59379 
0.292532	1.62526	1.02102	3.68395 
0.295032	1.87766	1.13486	4.81354 
0.297532	2.08771	1.3161	6.09065 
0.300033	2.28563	1.57588	7.70749 
0.302533	2.4953	1.95079	10.0321 
0.305033	2.74825	2.526	13.9335 
0.307534	3.11029	3.52017	22.0656 
0.310034	3.79322	5.68231	46.6772 
0.312534	6.26447	14.2817	243.211 
0.315034	-5.43074	-28.0942	818.774 
0.317535	0.518786	-7.0028	49.3083 
0.320035	1.46484	-3.94062	17.6743 
0.322535	1.91754	-2.69534	10.9418 
0.325035	2.2319	-2.00983	9.02081 
0.327536	2.50373	-1.56956	8.73216 
0.330036	2.77861	-1.25903	9.30584 
0.332536	3.09452	-1.02658	10.6299 
0.335037	3.50413	-0.847181	12.9966 
0.337537	4.11234	-0.710944	17.4168 
0.340037	5.20242	-0.625209	27.4561 
0.342537	7.96865	-0.657693	63.932 
0.345038	34.3362	-2.17719	1183.72 
0.347538	-7.67208	0.58511	59.2032 
0.350038	-2.16473	0.370007	4.82296 
0.352538	-0.606666	0.407123	0.533793 
0.355039	0.143081	0.504543	0.275036 
0.357539	0.59124	0.63704	0.755386 
0.360039	0.892596	0.804479	1.44391 
0.36254	1.10918	1.0184	2.26742 
0.36504	1.26849	1.30467	3.31124 
0.36754	1.37986	1.71857	4.8575 
0.37004	1.43414	2.39551	7.79522 
0.372541	1.37436	3.7727	16.1221 
0.375041	0.8192	8.48205	72.6163 
0.377541	6.98603	-32.5553	1108.65 
0.380041	3.11996	-5.30252	37.8508 
0.382542	2.88835	-2.72627	15.7751 
0.385042	2.8998	-1.71177	11.339 
0.387542	2.99696	-1.13735	10.2753 
0.390043	3.15211	-0.740414	10.484 
