0	9.14837	0	9.14837 
1	9.14985	-0.0496194	9.14999 
2	9.1543	-0.0993206	9.15484 
3	9.16172	-0.149186	9.16294 
4	9.17214	-0.199298	9.17431 
5	9.18559	-0.249742	9.18898 
6	9.20209	-0.300603	9.207 
7	9.22169	-0.351969	9.22841 
8	9.24445	-0.403932	9.25327 
9	9.27042	-0.456585	9.28166 
10	9.29967	-0.510025	9.31365 
11	9.33229	-0.564354	9.34934 
12	9.36836	-0.619679	9.38883 
13	9.40799	-0.676111	9.43225 
14	9.45128	-0.73377	9.47973 
15	9.49838	-0.792781	9.5314 
16	9.54941	-0.853277	9.58745 
17	9.60453	-0.9154	9.64805 
18	9.66392	-0.979304	9.71341 
19	9.72777	-1.04515	9.78375 
20	9.79629	-1.11312	9.85932 
21	9.86971	-1.1834	9.9404 
22	9.94829	-1.25621	10.0273 
23	10.0323	-1.33176	10.1203 
24	10.1221	-1.4103	10.2199 
25	10.218	-1.49212	10.3264 
26	10.3205	-1.57749	10.4403 
27	10.4298	-1.66675	10.5622 
28	10.5466	-1.76027	10.6925 
29	10.6714	-1.85845	10.832 
30	10.8047	-1.96173	10.9813 
31	10.9472	-2.07062	11.1414 
32	11.0998	-2.18567	11.313 
33	11.2633	-2.30754	11.4972 
34	11.4386	-2.43692	11.6953 
35	11.6269	-2.57464	11.9085 
36	11.8294	-2.72161	12.1384 
37	12.0476	-2.87891	12.3868 
38	12.2831	-3.04776	12.6556 
39	12.538	-3.22958	12.9473 
40	12.8144	-3.426	13.2645 
41	13.1151	-3.63898	13.6106 
42	13.4431	-3.87078	13.9893 
43	13.8022	-4.12412	14.4051 
44	14.1967	-4.40222	14.8636 
45	14.6321	-4.70902	15.3712 
46	15.1149	-5.04927	15.936 
47	15.6532	-5.42884	16.5678 
48	16.2568	-5.85504	17.279 
49	16.9385	-6.33711	18.0851 
50	17.7143	-6.88685	19.0059 
51	18.6053	-7.51961	20.0674 
52	19.6392	-8.25575	21.3039 
53	20.8538	-9.12284	22.762 
54	22.3012	-10.1592	24.5061 
55	24.0561	-11.4194	26.6289 
56	26.2293	-12.9848	29.2674 
57	28.9921	-14.9809	32.6338 
58	32.6246	-17.6131	37.0754 
59	37.6184	-21.2417	43.2014 
60	44.9226	-26.5628	52.1883 
61	56.6368	-35.1159	66.6397 
62	78.5147	-51.12	93.69 
63	134.032	-91.7899	162.45 
64	561.145	-404.948	692.002 
65	-229.505	174.88	288.54 
66	-90.6935	73.1363	116.508 
67	-54.6165	46.7306	71.8798 
68	-38.0054	34.6018	51.3974 
69	-28.4375	27.6401	39.6569 
70	-22.2054	23.1272	32.0616 
71	-17.8145	19.9672	26.759 
72	-14.5465	17.6335	22.8591 
73	-12.0132	15.8415	19.8814 
74	-9.98634	14.4241	17.5437 
75	-8.32307	13.2765	15.6697 
76	-6.92917	12.3299	14.1436 
77	-5.74009	11.5372	12.8863 
78	-4.71003	10.8649	11.8419 
79	-3.80561	10.2888	10.9701 
80	-3.00188	9.79085	10.2407 
81	-2.27978	9.35727	9.63099 
82	-1.62451	8.97749	9.12329 
83	-1.02432	8.64322	8.7037 
84	-0.469795	8.34785	8.36106 
85	0.0467601	8.08611	8.08625 
86	0.531717	7.85371	7.87168 
87	0.990423	7.64714	7.71101 
88	1.42743	7.46354	7.59881 
89	1.84667	7.30053	7.53047 
90	2.2516	7.15616	7.50202 
91	2.64527	7.0288	7.51009 
92	3.03046	6.9171	7.55182 
93	3.40974	6.81998	7.62486 
94	3.7855	6.73653	7.72728 
95	4.16002	6.66604	7.8576 
96	4.53554	6.60796	8.01475 
97	4.91426	6.56189	8.19807 
98	5.29843	6.52757	8.40729 
99	5.69035	6.50487	8.64254 
100	6.09246	6.49379	8.90435 
101	6.50735	6.49448	9.19368 
102	6.93783	6.50722	9.51195 
103	7.38701	6.53244	9.86107 
104	7.85837	6.57077	10.2435 
